name,address,city/town,district,postcode,state,latitude,longitude,gmaps_link,operating_day,operating_hour,parking,area_m2,amenities,status,total_shop,source,local_authorities,category
Pasar Malam Kota Kuala Muda,KAMPUNG KEPALA JALAN,,Kota Kuala Muda,8500,Kedah,5.585310991,100.3395459,https://maps.app.goo.gl/ggGvdppG5rKqdRUf9,"ISNIN, RABU",6-10pm,3,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Pasar Tani Arau,,,,,Perlis,,,,Isnin,,,,,,,,,
Nat Balai Baru,BALAI BARU,,Kangar,2400,Perlis,6.515378329,100.2312624,https://maps.app.goo.gl/YPhoh5qSntW2BX149,"ISNIN, RABU, SABTU, AHAD","7am-1pm, 6.30-10pm (AHAD)",,,,,,,,
Pasar Mlm Jejawi,"OPPOSITE JPJ JEJAWI,JALAN UMNO, KAMPUNG BEHOR PISANG",,Kangar,1000,Perlis,6.441894061,100.2341244,https://maps.app.goo.gl/tFcKcFPyLJUwpgGUA,"ISNIN, SABTU",5-10pm,,,,,,,,
Pasar Mlm Guar Sanji,,,,,Perlis,,,,Isnin,,,,,,,,,
Pasar Mlm Kuala Sanglang,,,,,Perlis,,,,Isnin,,,,,,,,,
Pasar Mlm Simpang 4 Abi,,,,,Perlis,,,,Isnin,,,,,,,,,
Nat Simpang 4,,,,,Perlis,,,,Selasa,,,,,,,,,
Nat Batu 2,,,,,Perlis,,,,Selasa,,,,,,,,,
Pasar Mlm Kuala Perlis,,,,,Perlis,,,,Selasa,,,,,,,,,
Pasar Mlm Lubuk Sireh,,,,,Perlis,,,,Selasa,,,,,,,,,
Pasar Mlm Bukit Keteri,,,,,Perlis,,,,Selasa,,,,,,,,,
Nat Balai Baru,,,,,Perlis,,,,Rabu,,,,,,,,,
Pasar Tani Serlab,,,,,Perlis,,,,Rabu,,,,,,,,,
Nat Arau (Tapak Psar Mlm),,,,,Perlis,,,,Rabu,,,,,,,,,
Pasar Mlm Kok Mak,,,,,Perlis,,,,Rabu,,,,,,,,,
Pasar Mlm Pasar Borong,,,,,Perlis,,,,Rabu,,,,,,,,,
Pasar Mlm Bintong,,,,,Perlis,,,,Rabu,,,,,,,,,
Pasar Tani Pekan Simpang 4,,,,,Perlis,,,,Khamis,,,,,,,,,
Nat Jejawi,,,,,Perlis,,,,Khamis,,,,,,,,,
Nat Simpang 4,,,,,Perlis,,,,Khamis,,,,,,,,,
Pasar Mlm Pauh,,,,,Perlis,,,,Khamis,,,,,,,,,
Pasar Mlm Tt Chal.utan Aji,,,,,Perlis,,,,Khamis,,,,,,,,,
Pasar Mlm Tmn Melati Indah,,,,,Perlis,,,,Khamis,,,,,,,,,
Pasar Mlm Batu Bertangkup,,,,,Perlis,,,,Khamis,,,,,,,,,
Nat Behor Lateh,,,,,Perlis,,,,Jumaat,,,,,,,,,
"Nat Pokok Getah, Pauh",,,,,Perlis,,,,Jumaat,,,,,,,,,
Nat Bukit Keteri,,,,,Perlis,,,,Jumaat,,,,,,,,,
Nat Padang Melangit,,,,,Perlis,,,,Jumaat,,,,,,,,,
Pasar Mlm Arau,,,,,Perlis,,,,Jumaat,,,,,,,,,
Pasar Mlm Pekan Simpang 4,,,,,Perlis,,,,Jumaat,,,,,,,,,
Pasar Mlm Ngulang,,,,,Perlis,,,,Jumaat,,,,,,,,,
Pasar Mlm Tt Tinggi,,,,,Perlis,,,,Jumaat,,,,,,,,,
Pasar Mlm Beseri Dalam,,,,,Perlis,,,,Jumaat,,,,,,,,,
Nat Balai Baru,,,,,Perlis,,,,Sabtu,,,,,,,,,
Nat Roundbout Felda Chuping,,,,,Perlis,,,,Sabtu,,,,,,,,,
Pasar Tani Tmn Sena,,,,,Perlis,,,,Sabtu,,,,,,,,,
Pasar Mlm Jejawi,,,,,Perlis,,,,Sabtu,,,,,,,,,
Pasar Mlm Semadong,,,,,Perlis,,,,Sabtu,,,,,,,,,
Pasar Mlm Seberang Ramal,,,,,Perlis,,,,Sabtu,,,,,,,,,
Nat Pokok Getah,,,,,Perlis,,,,Ahad,,,,,,,,,
Nat Mata Air,,,,,Perlis,,,,Ahad,,,,,,,,,
Nat Behor Lateh,,,,,Perlis,,,,Ahad,,,,,,,,,
Nat Kuala Perlis,,,,,Perlis,,,,Ahad,,,,,,,,,
Pasar Tani Tmn Sena,,,,,Perlis,,,,Ahad,,,,,,,,,
Pasar Mlm Tt Chal.utan Aji,,,,,Perlis,,,,Ahad,,,,,,,,,
Pasar Mlm Balai Baru,,,,,Perlis,,,,Ahad,,,,,,,,,
Pasar Mlm Kaki Bukit,,,,,Perlis,,,,Ahad,,,,,,,,,
Uptown Simpang 4 Syed Kassim,,,,,Perlis,,,,Ahad,,,,,,,,,
