name,address,city/town,district,postcode,state,latitude,longitude,gmaps_link,operating_day,operating_hour,parking,area_m2,amenities,status,total_shop,source,local_authorities,category
PASAR BATU KURAU,JALAN BESAR,BATU KURAU,,34500,Perak,,,,AHAD- SABTU,,600,1230,,,35,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR BORONG IKAN BARU KAMUNTING,"JALAN STESYEN, KAMUNTING",KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,200,900,,,35,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR BORONG IKAN KAMUNTING,KAWASAN PERUSAHAAN KAMUNTING,KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,600,2200,,,5,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR BORONG KAMUNTING,MEDAN KAMUNTING,KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,200,800,,,55,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR BUAH TAIPING,HALAMAN PASAR,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,22,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR DAGING BABI TAIPING,HALAMAN PASAR,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,8,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR DAGING LEMBU/KAMBING TAIPING,HALAMAN PASAR,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,21,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR IKAN TAIPING,JALAN TAMING SARI,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,44,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR KAMUNTING,OFF JALAN STESYEN,KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,600,1230,,,33,,MAJLIS PERBANDARAN TAIPING,PASAR BASAH
PASAR KAMUNTING,"JALAN PASAR, KAMUNTING BARU TAMBAHAN",KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,600,1230,,,35,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR LAMBAK WISMA MPT,JALAN PANGGONG WAYANG,TAIPING,,34000,Perak,,,,AHAD- SABTU,,300,2200,,,154,,MAJLIS PERBANDARAN TAIPING,PASAR LAMBAK
PASAR MAKANAN TAIPING,HALAMAN PASAR,TAIPING,,34000,Perak,,,,AHAD- SABTU,,500,2400,,,37,,MAJLIS PERBANDARAN TAIPING,PASAR AWAM
PASAR MALAM AIR KUNING,TAMAN EMAS KUNING,TAIPING,,34000,Perak,,,,KHAMIS,,1600,2200,,,143,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM BATU 2 �� SIM,"BATU 2 ��, JALAN SIMPANG, SIM",SIMPANG,,34700,Perak,,,,ISNIN,,1600,2200,,,125,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM BUKIT JANA,KAMPUNG TERSUSUN BUKIT JANA,KAMUNTING,,34600,Perak,,,,SELASA,,1600,2200,,,80,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM CHANGKAT JERING,CHANGKAT JERING,CHANGKAT JERING,,34850,Perak,,,,SABTU,,1600,2200,,,127,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM KAMUNTING,MEDAN KAMUNTING,KAMUNTING,,34600,Perak,,,,RABU-KHAMIS,,1600,2200,,,352,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM TAMAN KAYA,TAMAN KAYA,TAIPING,,34000,Perak,,,,JUMAAT,,1600,2200,,,121,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM TAMAN KOTA JAYA,TAMAN KOTA JAYA,SIMPANG,,34700,Perak,,,,ISNIN,,1600,2200,,,196,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM TAMAN PERTAMA,TAMAN PERTAMA,TAIPING,,34000,Perak,,,,JUMAAT,,1600,2200,,,123,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MALAM TAMAN RAJA IDRIS,JALAN SULTAN IDRIS,TAIPING,,34000,Perak,,,,JUMAAT,,1600,2200,,,122,,MAJLIS PERBANDARAN TAIPING,PASAR MALAM
PASAR MATANG,MATANG,MATANG,,34750,Perak,,,,AHAD- SABTU,,600,1230,,,11,,MAJLIS PERBANDARAN TAIPING,PASAR BASAH
PASAR MINGGU CHANGKAT JERING,CHANGKAT JERING,CHANGKAT JERING,,34850,Perak,,,,SABTU - AHAD,,600,1100,,,127,,MAJLIS PERBANDARAN TAIPING,PASAR MINGGU
PASAR MINGGU KAMUNTING,MEDAN KAMUNTING,KAMUNTING,,34600,Perak,,,,SABTU - AHAD,,600,1100,,,352,,MAJLIS PERBANDARAN TAIPING,PASAR MINGGU
PASAR PAGI AULONG,AULONG,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1100,,,107,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI CHANGKAT JERING,CHANGKAT JERING,CHANGKAT JERING,,34850,Perak,,,,AHAD- SABTU,,600,1100,,,127,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI DI PASAR BORONG KAMUNTING,MEDAN KAMUNTING,KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,600,1100,,,15,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI KAMUNTING,MEDAN KAMUNTING,KAMUNTING,,34600,Perak,,,,AHAD- SABTU,,600,1100,,,352,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI POKOK ASSAM,POKOK ASSAM,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1100,,,121,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI SIMPANG,JALAN BESAR SIMPANG,SIMPANG,,34700,Perak,,,,AHAD- SABTU,,600,1100,,,99,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI TAMAN KOTA JAYA,TAMAN KOTA JAYA,SIMPANG,,34700,Perak,,,,AHAD- SABTU,,600,1100,,,TUTUP,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR PAGI TAMAN KAYA,TAMAN KAYA,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1100,,,121,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR POKOK ASSAM,LORONG PASAR,POKOK ASSAM,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,53,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR RUMAH HIJAU,KAWASAN RUMAH HIJAU,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,33,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR SAYUR TAIPING,HALAMAN PASAR,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,33,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR SERI KOTA (TAPAK JUALAN),TAMAN SRI KOTA,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,6,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR SIMPANG,"MARKET SQUARE, SIMPANG",SIMPANG,,34700,Perak,,,,AHAD- SABTU,,600,1230,,,51,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR TAMAN KAYA,TAMAN KAYA,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,42,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR TRONG,JALAN PASAR,TRONG,,34800,Perak,,,,AHAD- SABTU,,600,1230,,,1,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
STOR PASAR SIMPANG,"TAMAN RIA, JALAN KUALA KANGSAR",SIMPANG,,34700,Perak,,,,AHAD- SABTU,,800,1700,,,1,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
TAPAK SEBELAH PASAR AWAM MATANG,MATANG,MATANG,,34750,Perak,,,,AHAD- SABTU,,800,1700,,,1,,MAJLIS PERBANDARAN TAIPING,PASAR BASAH
MPKK,TELUK MURUH,LUMUT,,32200,Perak,,,,JUMAAT,,1600,2100,,,62,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
KAR SIN BERHAD,SERI MANJUNG (BERSEBELAHAN PASARAYA TF VALUE-MART),SERI MANJUNG,,32040,Perak,,,,SABTU,,1600,2100,,,46,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
KAR SIN BERHAD,SERI MANJUNG (BERSEBELAHAN PASARAYA TF VALUE-MART),SERI MANJUNG,,32040,Perak,,,,AHAD,,1600,2100,,,46,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
PERSALAM,SERI MANJUNG (BERSEBELAHAN PASARAYA TF VALUE-MART),SERI MANJUNG,,32040,Perak,,,,KHAMIS,,1600,2100,,,14,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
PERSALAM,SERI MANJUNG (BERSEBELAHAN PASARAYA TF VALUE-MART),SERI MANJUNG,,32040,Perak,,,,SABTU,,1600,2100,,,149,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
PERSALAM,SERI MANJUNG (BERSEBELAHAN PASARAYA TF VALUE-MART),SERI MANJUNG,,32040,Perak,,,,AHAD,,1600,2100,,,149,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPKK,KAMPUNG DATO' SERI KAMARUDDIN,SERI MANJUNG,,32040,Perak,,,,ISNIN,,1600,2100,,,198,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPKK,KAMPUNG SITIAWAN,SERI MANJUNG,,32040,Perak,,,,SELASA,,1600,2100,,,51,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPM,PEKAN GURNEY / SIMPANG TIGA,SITIAWAN,,32020,Perak,,,,KHAMIS,,1600,2100,,,52,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPM,KAMPUNG KOH (HADAPAN PASAR AWAM),SITIAWAN,,32020,Perak,,,,KHAMIS,,1000,2100,,,74,,MAJLIS PERBANDARAN MANJUNG,PASAR SEHARI
MPM,TAMAN MANICKAVASAGAM / SUNGAI WANGI,AYER TAWAR,,32040,Perak,,,,ISNIN,,1600,2100,,,21,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPM,KAMPUNG JERING,AYER TAWAR,,32040,Perak,,,,JUMAAT,,1600,2100,,,25,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
HOCK SENG KONG TEMPLE,CHANGKAT KRUING,AYER TAWAR,,32040,Perak,,,,JUMAAT,,1600,2100,,,23,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPM,PANTAI REMIS (HADAPAN PASAR AWAM),PANTAI REMIS,,34900,Perak,,,,RABU,,600,1300,,,157,,MAJLIS PERBANDARAN MANJUNG,PASAR SEHARI
MPM,BERUAS (JALAN HADAPAN DEWAN INDERAWATI),AYER TAWAR,,32040,Perak,,,,RABU,,1600,2100,,,17,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPM,"PADANG BOLA, KAMPUNG BARU AYER TAWAR",AYER TAWAR,,32040,Perak,,,,SABTU,,1000,1500,,,15,,MAJLIS PERBANDARAN MANJUNG,PASAR PAGI
MPKK,TAMAN BINTANG,PANTAI REMIS,,34900,Perak,,,,SELASA,,1600,2100,,,16,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
PERSALAM,TAMAN MEDAN SERI SENTOSA,AYER TAWAR,,32040,Perak,,,,RABU,,1600,2100,,,68,,MAJLIS PERBANDARAN MANJUNG,PASAR MALAM
MPM,KAWASAN PASAR AWAM AYER TAWAR,AYER TAWAR,,32040,Perak,,,,SETIAP HARI,,600,1800,,,230,,MAJLIS PERBANDARAN MANJUNG,PASAR HARIAN
MASJID AL-KHAIRIAH,"BATU 10, LEKIR",SITIAWAN,,32020,Perak,,,,SABTU,,600,1300,,,105,,MAJLIS PERBANDARAN MANJUNG,PASAR SEHARI
FAMA,PASAR KOMUNITI DAN KARAVAN,SERI MANJUNG,,32040,Perak,,,,AHAD,,600,1100,,,57,,MAJLIS PERBANDARAN MANJUNG,PASAR TANI
HADAPAN MASJID TELUK RAJA BAYANG,HADAPAN MASJID TELUK RAJA BAYANG,PULAU PANGKOR,,32300,Perak,,,,SETIAP HARI,,600,1200,,,5,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM LUMUT,JALAN TITI PANJANG,LUMUT,,32200,Perak,,,,SETIAP HARI,,600,1200,,,5,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM SERI MANJUNG,JALAN SEMARAK API,SERI MANJUNG,,32040,Perak,,,,SETIAP HARI,,600,1200,,,60,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM KAMPUNG KOH,"JALAN DESA KOH 2, KAMPUNG KOH",KAMPUNG KOH,,32020,Perak,,,,SETIAP HARI,,600,1200,,,49,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM KAMPUNG KOH (GERAI BERKUNCI),"JALAN DESA KOH 2, KAMPUNG KOH",KAMPUNG KOH,,32020,Perak,,,,SETIAP HARI,,600,1200,,,7,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM JALAN SENAWI,JALAN SENAWI,SITIAWAN,,32020,Perak,,,,SETIAP HARI,,600,1200,,,61,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM JALAN SENAWI (GERAI BERKUNCI),JALAN SENAWI,SITIAWAN,,32020,Perak,,,,SETIAP HARI,,600,1200,,,24,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM SIMPANG DUA,JALAN SIMPANG DUA,SIMPANG DUA,,32000,Perak,,,,SETIAP HARI,,600,1200,,,11,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM PEKAN GURNEY,JALAN PEKAN GURNEY,PEKAN GURNEY,,32010,Perak,,,,SETIAP HARI,,600,1200,,,60,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM BATU 8 LEKIR,JALAN BESAR BATU 8 LEKIR,BATU 8 LEKIR,,32020,Perak,,,,SETIAP HARI,,600,1200,,,4,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM AYER TAWAR (BARU),JALAN PASAR AYER TAWAR,AYER TAWAR,,32400,Perak,,,,SETIAP HARI,,600,1200,,,60,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM AYER TAWAR (LAMA),JALAN PASAR AYER TAWAR,AYER TAWAR,,32400,Perak,,,,SETIAP HARI,,600,1200,,,16,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM AYER TAWAR (KHINZIR),JALAN PASAR AYER TAWAR,AYER TAWAR,,32400,Perak,,,,SETIAP HARI,,600,1200,,,14,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM BERUAS,JALAN PASAR BERUAS,BERUAS,,32700,Perak,,,,SETIAP HARI,,600,1200,,,36,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM PANTAI REMIS,JALAN KHONG CHONG,PANTAI REMIS,,34900,Perak,,,,SETIAP HARI,,600,1200,,,98,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM PANTAI REMIS (KHINZIR),JALAN KHONG CHONG,PANTAI REMIS,,34900,Perak,,,,SETIAP HARI,,600,1200,,,10,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM CHANGKAT KRUING,JALAN CHANGKAT KRUING,CHANGKAT KRUING,,32500,Perak,,,,SETIAP HARI,,600,1200,,,5,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
PASAR AWAM CHANGKAT KRUING (KHINZIR),JALAN CHANGKAT KRUING,CHANGKAT KRUING,,32500,Perak,,,,SETIAP HARI,,600,1200,,,3,,MAJLIS PERBANDARAN MANJUNG,PASAR AWAM
KAMPUNG BATU 12,JALAN BIDOR,TELUK INTAN,,36700,Perak,,,,ISNIN,,1700,2200,,,45,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
TAMAN SRI ISHAQ,JALAN SIMPANG EMPAT,HUTANG MELINTANG,,36400,Perak,,,,ISNIN,,1700,2200,,,238,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
PASAR TANI LANGKAP,JALAN KAMPAR-CHANGKAT JONG,LANGKAP,,36700,Perak,,,,ISNIN,,1600,2100,,,20,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
SIMPANG 3 RUNGKUP,JALAN BAGAN DATUK,BAGAN DATUK,,36100,Perak,,,,SELASA,,800,1200,,,85,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
KAMPUNG BAHAGIA,JALAN SUNGAI MANIK,TELUK INTAN,,36000,Perak,,,,SELASA,,1700,2000,,,54,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
BATU 13 JALAN BAGAN DATUK,JALAN BAGAN DATUK,BAGAN DATUK,,36100,Perak,,,,SELASA,,1700,2300,,,2,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
PASAR RABU LANGKAP,JALAN KAMPAR-CHANGKAT JONG,LANGKAP,,36700,Perak,,,,RABU,,800,1200,,,154,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
BATU 16 SMPG 3 SG. DULANG,"SUNGAI SUMUN, BAGAN DATUK",BAGAN DATUK,,36300,Perak,,,,RABU,,700,1200,,,27,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
PERUMAHAN AWAM PADANG TEMBAK,JALAN PADANG TEMBAK,TELUK INTAN,,36000,Perak,,,,RABU,,1700,2300,,,69,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
BATU 20 BAGAN PASIR,"JALAN SELEKOH, BAGAN DATUK",BAGAN DATUK,,36200,Perak,,,,RABU,,1700,2300,,,106,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
BATU 20 BAGAN PASIR,"JALAN SELEKOH, BAGAN DATUK",BAGAN DATUK,,36200,Perak,,,,KHAMIS,,800,1200,,,39,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
TAMAN INDAH JAYA,JALAN TERATAI J4/6,TELUK INTAN,,36000,Perak,,,,KHAMIS,,1700,2100,,,81,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
KPG. CHUI CHAK,JALAN CHUI CHAK,LANGKAP,,36700,Perak,,,,KHAMIS,,1700,2200,,,89,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
TAMAN MELOR 3,JALAN SUNGAI MANIK,TELUK INTAN,,36000,Perak,,,,KHAMIS,,1700,2200,,,37,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
TAMAN DESA BAKTI,JALAN TEBUK BANJAR,TELUK INTAN,,36000,Perak,,,,JUMAAT,,1700,2200,,,44,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
TAMAN IMPIANA,JALAN MERBUK,TELUK INTAN,,36000,Perak,,,,JUMAAT,,1700,2200,,,70,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
SELEKOH,JALAN BAGAN DATUK,BAGAN DATUK,,36200,Perak,,,,SABTU,,630,1200,,,162,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
CHENDERONG BALAI,JALAN LABU KUBONG,CHENDERONG BALAI,,36600,Perak,,,,SABTU,,630,1300,,,236,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
PASAR TANI HUTAN MELINTANG,JALAN SIMPANG EMPAT,HUTANG MELINTANG,,36400,Perak,,,,SABTU,,630,1300,,,50,,MAJLIS PERBANDARAN TELUK INTAN,PASAR TANI
BAGAN DATUK,JALAN DATOH,BAGAN DATUK,,36100,Perak,,,,SABTU,,1700,2300,,,150,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
TELUK INTAN,JALAN MAHKOTA,TELUK INTAN,,36000,Perak,,,,SABTU,,1700,0,,,197,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
BAGAN DATUK,JALAN DATOH,BAGAN DATUK,,36100,Perak,,,,AHAD,,600,1300,,,161,,MAJLIS PERBANDARAN TELUK INTAN,PASAR PAGI
TELUK INTAN,JALAN MAHKOTA,TELUK INTAN,,36000,Perak,,,,AHAD,,630,1300,,,30,,MAJLIS PERBANDARAN TELUK INTAN,PASAR TANI
TAMAN INTAN MAS III,"LORONG 1, JALAN TEBUK BANJAR",TELUK INTAN,,36000,Perak,,,,AHAD,,1700,2300,,,47,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
LANGKAP,TAPAK PASAR RABU,LANGKAP,,36000,Perak,,,,KHAMIS,,1700,2300,,,20,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
TAMAN DESA AMAN,JALAN MAHARAJALELA,TELUK INTAN,,36000,Perak,,,,AHAD,,1700,2300,,,36,,MAJLIS PERBANDARAN TELUK INTAN,PASAR MALAM
PASAR BESAR KUALA KANGSAR,JALAN KANGSAR,KUALA KANGSAR,,33000,Perak,,,,SETIAP HARI,,600,1300,,,160,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR BESAR
PASAR AWAM JERLUN,JLN SUL ISKANDAR SHAH,KUALA KANGSAR,,33000,Perak,,,,SETIAP HARI,,600,1300,,,13,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR LIMAN KATI,JLN BESAR KATI,KUALA KANGSAR,,33020,Perak,,,,SETIAP HARI,,600,1300,,,10,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM PADANG RENGAS,JLN BESAR PADANG RENGAS,KUALA KANGSAR,,33700,Perak,,,,SETIAP HARI,,600,1300,,,22,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM SAUK,JALAN BESAR SAUK,KUALA KANGSAR,,33500,Perak,,,,SETIAP HARI,,600,1300,,,22,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM KATI,PEKAN KATI,KUALA KANGSAR,,33020,Perak,,,,SETIAP HARI,,600,1300,,,4,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR BESAR SUNGAI SIPUT,0,SUNGAI SIPUT,,31100,Perak,,,,SETIAP HARI,,600,1300,,,85,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM JALONG,0,SUNGAI SIPUT,,31100,Perak,,,,SETIAP HARI,,600,1300,,,51,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM RIMBA PANJANG,0,SUNGAI SIPUT,,31100,Perak,,,,SETIAP HARI,,600,1300,,,20,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM JALAN LINTANG,0,SUNGAI SIPUT,,31100,Perak,,,,SETIAP HARI,,600,1300,,,22,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM SUNGAI BULOH,0,SUNGAI SIPUT,,31100,Perak,,,,SETIAP HARI,,600,1300,,,19,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
PASAR AWAM SALAK,0,SUNGAI SIPUT,,31100,Perak,,,,SETIAP HARI,,600,1300,,,12,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR AWAM
"DATARAN AMANJAYA, MANONG","2010, A3, KAMPUNG SUAK PETAI",MANONG,,33800,Perak,,,,ISNIN,,1600,2000,,,100,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
TAMAN PUNCAK BOUGAINVILLEA,JALAN PUNCAK BOUGAINVILLEA,KUALA KANGSAR,,33010,Perak,,,,SELASA,,1600,2000,,,50,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
"TAMAN ORKID, SG. SIPUT",TAMAN ORKID,SUNGAI SIPUT,,31100,Perak,,,,RABU,,1600,2000,,,120,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
HADAPAN PASAR BESAR KUALA KANGSAR,"K8, PERSIARAN BENDAHARA,BANDAR BARU",KUALA KANGSAR,,33000,Perak,,,,JUMAAT,,1600,2000,,,80,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
JALAN DATO SAGOR,"JALAN DATO SAGOR,TAMAN SURIA,",KUALA KANGSAR,,33000,Perak,,,,SABTU,,1600,2000,,,40,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
BELAKANG MASJID PADANG RENGAS,"MASJID AL HADHARI, JALAN BESAR",PADANG RENGAS,,33700,Perak,,,,ISNIN,,700,1200,,,28,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR PAGI
"TAMAN TUN SAMBANTHAN, SUNGAI SIPUT","TAMAN TUN SAMBANTHAN, SUNGAI SIPUT",KUALA KANGSAR,,33012,Perak,,,,ISNIN,,1600,2000,,,30,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
"KAMPUNG BARU , SUNGAI BULOH","KAMPUNG BARU , SUNGAI BULOH",KUALA KANGSAR,,33011,Perak,,,,KHAMIS,,1600,2000,,,35,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
PEKAN KARAI,"PEKAN KARAI,",ENGGOR,,33600,Perak,,,,SELASA,,700,1200,,,150,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR PAGI
HADAPAN PASAR BESAR SUNGAI SIPUT,PASAR BESAR SUNGAI SIPUT,SUNGAI SIPUT,,31100,Perak,,,,KHAMIS,,700,1200,,,60,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR TANI FAMA
"DATARAN AMANJAYA, MANONG","2010, A3, KAMPUNG SUAK PETAI",MANONG,,33800,Perak,,,,JUMAAT,,700,1200,,,120,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR PAGI
DEPAN AMBANK KUALA KANGSAR,JALAN RAJA CHULAN,KUALA KANGSAR,,33000,Perak,,,,SABTU,,700,1200,,,50,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR TANI FAMA
TAMAN PUNCAK BOUGAINVILLEA,JALAN PUNCAK BOUGAINVILLEA,KUALA KANGSAR,,33010,Perak,,,,AHAD,,700,1200,,,250,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR PAGI
"KAMPUNG MUHIBBAH, SUNGAI SIPUT","KAMPUNG MUHIBBAH, SUNGAI SIPUT",KUALA KANGSAR,,33011,Perak,,,,SELASA,,1600,2000,,,60,,MAJLIS PERBANDARAN KUALA KANGSAR,PASAR MALAM
TG.TUALANG,JALAN KAMPAR,BATU GAJAH,,31000,Perak,,,,AHAD,,700,1200,,,181,,MAJLIS DAERAH BATU GAJAH,PASAR SEHARI
PUSING,JALAN BESAR PUSING,BATU GAJAH,,31550,Perak,,,,SELASA,,700,1200,,,96,,MAJLIS DAERAH BATU GAJAH,PASAR SEHARI
TRONOH,JALAN SIPUTEH,SIPUTEH,,31560,Perak,,,,SELASA,,700,1200,,,61,,MAJLIS DAERAH BATU GAJAH,PASAR SEHARI
BATU GAJAH,JALAN GOPENG,BATU GAJAH,,31000,Perak,,,,AHAD,,700,1200,,,150,,MAJLIS DAERAH BATU GAJAH,PASAR SEHARI
LUAR PASAR AWAM PUSING,JALAN BESAR PUSING,BATU GAJAH,,31550,Perak,,,,HARIAN,,700,1200,,,185,,MAJLIS DAERAH BATU GAJAH,PASAR HARIAN
